,LEMMA,unknown1,ROOT,ROOT_PATTERN_STATUS,PATTERN_LEMMA_PROPOSED,Pattern Count,FORM,unknown2,pos,Rat,Gen,Num,COND-S,COND-T,GLOSS,STATUS,PATTERN STATUS,Lex Count,Ar Lemma,MSA LEMMA Cognate,OLD Status,60.57%,MISSING ENTRIES,comment
14664,Tur$,,T.r.$,LOOKUP_DEDIAC-1,1u23,211,Tur$,,noun,,,,,MS||MD,bunsen_burner;torch,OK,OK,1,طُرش,"طَرش, طَرَش",DONE,,,
14665,tuwk,,t.w.k,BACKOFF-1,1u23,211,tuwk,,noun,,,,,MS||MD,talk;small_car,OK,OK,1,تُوك,,DONE,,,
14666,Tuwl,,T.w.l,LOOKUP_DIAC-1,1u23,211,Tuwl,,noun,,,,,MS||MD,length;height;lengths;heights,OK,OK,1,طُول,"طَول, طُول",DONE,,,
14667,tuxn,,t.x.n,BACKOFF-1,1u23,211,tuxn,,noun,,,,,MS||MD,fish;thickness,OK,OK,1,تُخن,,DONE,,,
14668,vuqb,,v.q.b,LOOKUP_DEDIAC-1,1u23,211,vuqb,,noun,,,,,MS||MD,perforation;drill_hole;perforations;drill_holes,OK,OK,1,ثُقب,"ثَقب, ثُقب",DONE,,,
14669,vuql,,v.q.l,LOOKUP_DEDIAC-1,1u23,211,>avqAl,,noun,,,p,,MS,weights,ORPHAN-PLUR,,1,أَثقال,,QC-DONE,,,
14670,wulf,,w.l.f,BACKOFF-1,1u23,211,wulf,,noun,,,,,MS||MD,TBA,OK,OK,1,وُلف,,DONE,,,
14671,xubv,,x.b.v,LOOKUP_DEDIAC-1,1u23,211,xubv,,noun,,,,,MS||MD,malice;malignancy,OK,OK,1,خُبث,"خَبَث, خُبث",DONE,,,
14672,xulf,,x.l.f,LOOKUP_DEDIAC-1,1u23,211,xulf,,noun,,,,,MS||MD,dissimilarity;variance,OK,OK,1,خُلف,"خَلَف, خَلف, خَلفُ, خِلف, خُلف",DONE,,,
14673,xulq,,x.l.q,LOOKUP_DEDIAC-1,1u23,211,xulq,,noun,,,,,MS||MD,character;morality;morals;ethics,OK,OK,2,خُلق,"خَلَق, خَلق, خُلق",DONE,,,
14674,xulq,,x.l.q,LOOKUP_DEDIAC-1,1u23,211,>axlAq,,noun,,,p,,MS ,character;morality;morals;ethics,OK,OK,2,خُلق,"خَلَق, خَلق, خُلق",QC-DONE,,,
14675,xums,,x.m.s,LOOKUP_DEDIAC-1,1u23,211,xums,,noun,,,,,MS||MD,TBA,OK,OK,1,خُمس,"خَمس, خُمُس",DONE,,,
14676,xurj,,x.r.j,LOOKUP_DEDIAC-1,1u23,211,xurj,,noun,,,,,MS||MD,TBA,OK,OK,1,خُرج,خَرج,DONE,,,
14677,xurm,,x.r.m,LOOKUP_DEDIAC-1,1u23,211,xurm,,noun,,,,,MS||MD,hole,OK,OK,1,خُرم,"خَرم, خُرم",DONE,,,
14678,xuTr,,x.T.r,LOOKUP_DEDIAC-1,1u23,211,xuTr,,noun,,,,,MS||MD,TBA,OK,OK,1,خُطر,"خَطَر, خَطِر",DONE,,,
14679,yumn,,y.m.n,LOOKUP_DEDIAC-1,1u23,211,yumn,,noun,,,,,MS||MD,good_fortune;success,OK,OK,1,يُمن,"يَمَن, يُمن",DONE,,,
14680,yusr,,y.s.r,LOOKUP_DEDIAC-1,1u23,211,yusr,,noun,,,,,MS||MD,ease;facility;affluence,OK,OK,1,يُسر,يُسر,DONE,,,
14681,yuwd,,y.w.d,LOOKUP_DEDIAC-1,1u23,211,yuwd,,noun,,,,,MS||MD,iodine,OK,OK,1,يُود,يَوَّد,DONE,,,
14682,zubr,,z.b.r,LOOKUP_DEDIAC-1,1u23,211,zubr,,noun,,,,,MS||MD,penis,OK,OK,1,زُبر,زُبر,DONE,,,
14683,zugd,,z.g.d,LOOKUP_DEDIAC-1,1u23,211,zugd,,noun,,,,,MS||MD,stinging;pricking;twinging,OK,OK,1,زُغد,زَغد,DONE,,,
14684,zuhd,,z.h.d,LOOKUP_DEDIAC-1,1u23,211,zuhd,,noun,,,,,MS||MD,abstinence;renunciation;asceticism,OK,OK,1,زُهد,زُهد,DONE,,,
14685,Zulm,,Z.l.m,LOOKUP_DEDIAC-1,1u23,211,Zulm,,noun,,,,,MS||MD,injustice,OK,OK,1,ظُلم,ظُلم,DONE,,,
14686,zuqr,,z.q.r,BACKOFF-1,1u23,211,zuqr,,noun,,,,,MS||MD,corner;nook;angle;corners;nooks;angles;beveling;nok,OK,OK,1,زُقر,,DONE,,,
14687,Zurf,,Z.r.f,LOOKUP_DEDIAC-1,1u23,211,Zurf,,noun,,,,,MS||MD,elegance;wittiness;courtesy;agreeableness;novelty;originality;humor,OK,OK,1,ظُرف,ظَرف,DONE,,,
14688,zuwk,,z.w.k,BACKOFF_NO_GOLD_ROOT-1,1u23,211,zuwk,,noun,,,,,MS||MD,TBA,OK,OK,1,زُوك,,DONE,,,
14689,zuwr,,z.w.r,LOOKUP_DIAC-1,1u23,211,zuwr,,noun,,,,,MS||MD,falsehood;fabrication;lie;falsely;force,OK,OK,1,زُور,"زَوَر, زَور, زُور",DONE,,,
14690,bukrap,,b.k.r,LOOKUP_DEDIAC-1,1u23ap,200,bukr,,adj/noun,,,,#ap,FS||FD||FP,TBA;tomorrow,OK,,1,بُكرَة,"بَكرَة, بُكرَة",DONE,,,
14691,Eumdap,,E.m.d,LOOKUP_DEDIAC-1,1u23ap,200,Eumd,,adj/noun,,,,#ap,FS||FD||FP,support;Umda_(village_chief),OK,,1,عُمدَة,عُمدَة,DONE,,,
14692,EurDap,,E.r.D,LOOKUP_DEDIAC-1,1u23ap,200,EurD,,adj/noun,,,,#ap,FS||FD||FP,exposed;target;object,OK,,1,عُرضَة,"عَرضَة, عُرضَة",DONE,,,
14693,Sudfap,,S.d.f,LOOKUP_DEDIAC-1,1u23ap,200,Sudf,,adj/noun,,,,#ap,FS||FD||FP,TBA;chance;coincidence;by_chance;by_coincidence;coincidences,OK,,1,صُدفَة,صُدفَة,DONE,,,
14694,surEap,,s.r.E,LOOKUP_DEDIAC-1,1u23ap,200,surE,,adj/noun,,,,#ap,FS||FD||FP,TBA;speed;velocity;promptness;speeds,OK,,1,سُرعَة,سُرعَة,DONE,,,
14695,tuHfap,,t.H.f,LOOKUP_DEDIAC-1,1u23ap,200,tuHf,,adj/noun,,,,#ap,FS||FD||FP,amazing;gift;museum_article;gifts;museum_articles,OK,,1,تُحفَة,تُحفَة,DONE,,,
14696,zumlap,,z.m.l,LOOKUP_DEDIAC-1,1u23ap,200,zuml,,adj/noun,,,,#ap,FS||FD||FP,TBA;company_of_people;party_of_people,OK,,1,زُملَة,زُملَة,DONE,,,
14697,$ubhap,,$.b.h,LOOKUP_DEDIAC-1,1u23ap,200,$ubh,,noun,,,,#ap,FS||FD||FP,obscurity;suspicion;dubious,OK,,1,شُبهَة,شُبهَة,DONE,,,
14698,$uEbap,,$.E.b,LOOKUP_DEDIAC-1,1u23ap,200,$uEb,,noun,,,,#ap,FS||FD||FP,branch;subdivision;branches;subdivisions,OK,,1,شُعبَة,"شِعبَة, شُعبَة",DONE,,,
14699,$uElap,,$.E.l,LOOKUP_DEDIAC-1,1u23ap,200,$uEl,,noun,,,,#ap,FS||FD||FP,fire;flame;torches;flames,OK,,1,شُعلَة,شُعلَة,DONE,,,
14700,$ufEap,,$.f.E,LOOKUP_DEDIAC-1,1u23ap,200,$ufE,,noun,,,,#ap,FS||FD||FP,preemption,OK,,1,شُفعَة,شُفعَة,DONE,,,
14701,$uglap,,$.g.l,BACKOFF-1,1u23ap,200,$ugl,,noun,,,,#ap,FS||FD||FP,position,OK,,2,شُغلَة,,DONE,,,
14702,$uglap,,$.g.l,BACKOFF-1,1u23ap,200,$uglit,,noun,,,,#ap,FS||FD||FP,position,OK,,2,شُغلَة,,DONE,,,
14703,$uHnap,,$.H.n,LOOKUP_DEDIAC-1,1u23ap,200,$uHn,,noun,,,,#ap,FS||FD||FP,cargo,OK,,1,شُحنَة,شَحنَة,DONE,,,
14704,$uhrap,,$.h.r,LOOKUP_DEDIAC-1,1u23ap,200,$uhr,,noun,,,,#ap,FS||FD||FP,reputation;fame,OK,,1,شُهرَة,شُهرَة,DONE,,,
14705,$urTap,,$.r.T,LOOKUP_DEDIAC-1,1u23ap,200,$urT,,noun,,,,#ap,FS||FD||FP,police,OK,,1,شُرطَة,"شَرطَة, شُرطَة",DONE,,,
14706,$uwfap,,$.w.f,LOOKUP_DEDIAC-1,1u23ap,200,$uwf,,noun,,,,#ap-o,FS||FD||FP,solution;dissolution;cancellation;solutions;dissolutions;cancellations;advantage;untie,OK,,1,شُوفَة,شَوفَة,DONE,,,
14707,$uwmap,,$.w.m,LOOKUP_DIAC-1,1u23ap,200,$uwm,,noun,,,,#ap,FS||FD||FP,stick;cudgel,OK,,1,شُومَة,شُومَة,DONE,,,
14708,$uwnap,,$.w.n,LOOKUP_DIAC-1,1u23ap,200,$uwn,,noun,,,,#ap,FS||FD||FP,granary;barn;granaries;barns,OK,,1,شُونَة,شُونَة,DONE,,,
14709,budqap,,b.d.q,BACKOFF_NO_GOLD_ROOT-1,1u23ap,200,budq,,noun,,,,#ap,FS||FD||FP,TBA,OK,,1,بُدقَة,,DONE,,,
14710,budrap,,b.d.r,LOOKUP_DEDIAC-1,1u23ap,200,budr,,noun,,,,#ap,FS||FD||FP,TBA,OK,,1,بُدرَة,بَدرَة,DONE,,,
14711,bugyap,,b.g.y,LOOKUP_DEDIAC-1,1u23ap,200,bugy,,noun,,,,#ap,FS||FD||FP,wish;with_the_purpose_of,OK,,1,بُغيَة,بُغيَة,DONE,,,
14712,buk$ap,,b.k.$,BACKOFF-1,1u23ap,200,buk$,,noun,,,,#ap,FS||FD||FP,container_for_hubble-bubble,OK,,1,بُكشَة,,DONE,,,
14713,buklap,,b.k.l,LOOKUP_DEDIAC-1,1u23ap,200,bukl,,noun,,,,#ap,FS||FD||FP,clasp;clasps,OK,,1,بُكلَة,بُكلَة,DONE,,,
14714,bulgap,,b.l.g,LOOKUP_DEDIAC-1,1u23ap,200,bulg,,noun,,,,#ap,FS||FD||FP,competency;adequacy;slipper;slippers,OK,,1,بُلغَة,بُلغَة,DONE,,,
14715,bulTap,,b.l.T,LOOKUP_DEDIAC-1,1u23ap,200,bulT,,noun,,,,#ap,FS||FD||FP,career;journey;careers;journeys;trip;voyage;trips;voyages,OK,,1,بُلطَة,بَلطَة,DONE,,,
14716,bumbap,,b.m.b,BACKOFF-1,1u23ap,200,bumb,,noun,,,,#ap,FS||FD||FP,pump,OK,,1,بُمبَة,,DONE,,,
14717,bunyap,,b.n.y,LOOKUP_DEDIAC-1,1u23ap,200,buny,,noun,,,,#ap,FS||FD||FP,TBA,OK,,2,بُنيَة,بِنيَة,DONE,,,
14718,bunyap,,b.n.y,LOOKUP_DEDIAC-1,1u23ap,200,buniy,,noun,,,,#ap,FS||FD||FP,TBA,OK,,2,بُنيَة,بِنيَة,DONE,,,
14719,buqEap,,b.q.E,LOOKUP_DEDIAC-1,1u23ap,200,buqE,,noun,,,,#ap,FS||FD||FP,spot;stain;spots;stains,OK,,2,بُقعَة,بُقعَة,DONE,,,
14720,buqEap,,b.q.E,LOOKUP_DEDIAC-1,1u23ap,200,buqaE,,noun,,f,p,#ap,MS ,spot;stain;spots;stains,OK,,2,بُقعَة,بُقعَة,QC-DONE,,,
14721,buqjap,,b.q.j,LOOKUP_DEDIAC-1,1u23ap,200,buqj,,noun,,,,#ap,FS||FD||FP,bundle;package;bundles;packages,OK,,1,بُقجَة,بُقجَة,DONE,,,
14722,burdap,,b.r.d,LOOKUP_DEDIAC-1,1u23ap,200,burd,,noun,,,,#ap,FS||FD||FP,cloak,OK,,1,بُردَة,بَرَدَة,DONE,,,
14723,burmap,,b.r.m,LOOKUP_DEDIAC-1,1u23ap,200,burm,,noun,,,,#ap,FS||FD||FP,earthenware_pot;earthenware_pots,OK,,1,بُرمَة,بُرمَة,DONE,,,
14724,burSap,,b.r.S,LOOKUP_DEDIAC-1,1u23ap,200,burS,,noun,,,,#ap,FS||FD||FP,stock_exchange,OK,,2,بُرصَة,بُرصَة,DONE,,,
14725,burSap,,b.r.S,LOOKUP_DEDIAC-1,1u23ap,200,buwrS,,noun,,,,#ap,FS||FD||FP,stock_exchange,OK,,2,بُرصَة,بُرصَة,DONE,,,
14726,buT$ap,,b.T.$,LOOKUP_DEDIAC-1,1u23ap,200,buT$,,noun,,,,#ap-o,FS||FD||FP,TBA,OK,,1,بُطشَة,بَطشَة,DONE,,,
14727,buwbap,,b.w.b,BACKOFF-1,1u23ap,200,buwb,,noun,,,,#ap,FS||FD||FP,ship_stern;pop;cog-wheels;stern;mature_kid;gear;gears;small_cog_wheel,OK,,1,بُوبَة,,DONE,,,
14728,buwmap,,b.w.m,LOOKUP_DIAC-1,1u23ap,200,buwm,,noun,,,,#ap,FS||FD||FP,an_owl,OK,,1,بُومَة,بُومَة,DONE,,,
14729,buwrap,,b.w.r,BACKOFF-1,1u23ap,200,buwr,,noun,,,,#ap,FS||FD||FP,shout;scream;shouts;screams;squall;cry;an_angry_shout;a_cry,OK,,1,بُورَة,,DONE,,,
14730,buwxap,,b.w.x,BACKOFF-1,1u23ap,200,buwx,,noun,,,,#ap,FS||FD||FP,fog;vapor;a_patch_of_fog,OK,,1,بُوخَة,,DONE,,,
14731,du$map,,d.$.m,BACKOFF_NO_GOLD_ROOT-1,1u23ap,200,du$m,,noun,,,,#ap,FS||FD||FP,TBA,OK,,1,دُشمَة,,DONE,,,
14732,dufEap,,d.f.E,LOOKUP_DEDIAC-1,1u23ap,200,dufE,,noun,,,,#ap,FS||FD||FP,time;instance;batch;consignment;shipment;spurt;class_(alumni);group_(graduates),OK,,1,دُفعَة,"دَفعَة, دُفعَة",DONE,,,
14733,dukmap,,d.k.m,BACKOFF-1,1u23ap,200,dukm,,noun,,,,#ap,FS||FD||FP,TBA,OK,,1,دُكمَة,,DONE,,,
14734,Dulmap,,D.l.m,BACKOFF-1,1u23ap,200,Dulm,,noun,,,,#ap,FS||FD||FP,darkness;injustice,OK,,1,ضُلمَة,,DONE,,,
14735,duqmap,,d.q.m,BACKOFF_NO_GOLD_ROOT-1,1u23ap,200,duqm,,noun,,,,#ap,FS||FD||FP,TBA,OK,,1,دُقمَة,,DONE,,,
14736,dusrap,,d.s.r,BACKOFF-1,1u23ap,200,dusr,,noun,,,,#ap-o,FS||FD||FP,TBA,OK,,1,دُسرَة,,DONE,,,
14737,duwdap,,d.w.d,BACKOFF-1,1u23ap,200,duwd,,noun,,,,#ap,FS||FD||FP,TBA,OK,,1,دُودَة,,DONE,,,
14738,duxlap,,d.x.l,LOOKUP_DEDIAC-1,1u23ap,200,duxl,,noun,,,,#ap,FS||FD||FP,wedding,OK,,1,دُخلَة,"دِخلَة, دُخَّلَة, دُخلَة",DONE,,,
14739,Eu$bap,,E.$.b,BACKOFF-1,1u23ap,200,Eu$b,,noun,,,,#ap,FS||FD||FP,TBA,OK,,1,عُشبَة,,DONE,,,
14740,Euhdap,,E.h.d,LOOKUP_DEDIAC-1,1u23ap,200,Euhd,,noun,,,,#ap,FS||FD||FP,responsibility;custody,OK,,1,عُهدَة,عُهدَة,DONE,,,
14741,Euk$ap,,E.k.$,BACKOFF-1,1u23ap,200,Euk$,,noun,,,,#ap,FS||FD||FP,hinge,OK,,1,عُكشَة,,DONE,,,
14742,Eumlap,,E.m.l,LOOKUP_DEDIAC-1,1u23ap,200,Euml,,noun,,,,#ap,FS||FD||FP,currency;currencies,OK,,1,عُملَة,عُملَة,DONE,,,
14743,Eumrap,,E.m.r,BACKOFF-1,1u23ap,200,Eumr,,noun,,,,#ap-o,FS||FD||FP,umrat,OK,,1,عُمرَة,,DONE,,,
14744,Euqdap,,E.q.d,LOOKUP_DEDIAC-1,1u23ap,200,Euqd,,noun,,,,#ap,FS||FD||FP,complex;complexes,OK,,1,عُقدَة,عُقدَة,DONE,,,
14745,Euqlap,,E.q.l,LOOKUP_DEDIAC-1,1u23ap,200,Euql,,noun,,,,#ap,FS||FD||FP,knot;joint;trapeze,OK,,1,عُقلَة,عُقلَة,DONE,,,
14746,Eurmap,,E.r.m,LOOKUP_DEDIAC-1,1u23ap,200,Eurm,,noun,,,,#ap,FS||FD||FP,heap;pile;large_amount;heaps;piles;large_amounts,OK,,1,عُرمَة,"عَرِمَة, عُرمَة",DONE,,,
14747,EuSbap,,E.S.b,LOOKUP_DEDIAC-1,1u23ap,200,EuSb,,noun,,,,#ap,FS||FD||FP,league,OK,,1,عُصبَة,عَصَبَة,DONE,,,
14748,EuTlap,,E.T.l,LOOKUP_DEDIAC-1,1u23ap,200,EuTl,,noun,,,,#ap,FS||FD||FP,holiday;vacation;recess;holidays;vacations,OK,,1,عُطلَة,عُطلَة,DONE,,,
14749,fuHrap,,f.H.r,BACKOFF-1,1u23ap,200,fuHr,,noun,,,,#ap-o,FS||FD||FP,pit;hole;pits;holes;ditch;avoidance;indentation;pothole,OK,,1,فُحرَة,,DONE,,,
14750,funyap,,f.n.y,BACKOFF-1,1u23ap,200,funy,,noun,,,,#ap,FS||FD||FP,TBA,OK,,1,فُنيَة,,DONE,,,
14751,fur$ap,,f.r.$,LOOKUP_DEDIAC-1,1u23ap,200,fur$,,noun,,,,#ap,FS||FD||FP,brush;brushes,OK,,1,فُرشَة,"فَرشَة, فُرشَة",DONE,,,
14752,furjap,,f.r.j,LOOKUP_DEDIAC-1,1u23ap,200,furj,,noun,,,,#ap,FS||FD||FP,pleasure;aperture,OK,,1,فُرجَة,فُرجَة,DONE,,,
14753,furqap,,f.r.q,LOOKUP_DEDIAC-1,1u23ap,200,furq,,noun,,,,#ap-o,FS||FD||FP,disunity;dissent;split-up,OK,,1,فُرقَة,"فِرقَة, فُرقَة",DONE,,,
14754,furSap,,f.r.S,LOOKUP_DEDIAC-1,1u23ap,200,furS,,noun,,,,#ap,FS||FD||FP,opportunity;chance;opportunities;chances;holiday;holidays,OK,,2,فُرصَة,فُرصَة,DONE,,,
14755,furSap,,f.r.S,LOOKUP_DEDIAC-1,1u23ap,200,furaS,,noun,,f,p,#ap,MS ,opportunity;chance;opportunities;chances;holiday;holidays,OK,,2,فُرصَة,فُرصَة,QC-DONE,,,
14756,fusHap,,f.s.H,LOOKUP_DEDIAC-1,1u23ap,200,fusaH,,noun,,,,#ap,FS||FD||FP,roominess;ample_opportunity;wide_space,OK,,2,فُسحَة,فُسحَة,DONE,,,
14757,fusHap,,f.s.H,LOOKUP_DEDIAC-1,1u23ap,200,fusH,,noun,,,,#ap,FS||FD||FP,roominess;ample_opportunity;wide_space,OK,,2,فُسحَة,فُسحَة,DONE,,,
14758,futnap,,f.t.n,LOOKUP_DEDIAC-1,1u23ap,200,futn,,noun,,,,#ap,FS||FD||FP,TBA,OK,,1,فُتنَة,فِتنَة,DONE,,,
14759,fuTrap,,f.T.r,LOOKUP_DEDIAC-1,1u23ap,200,fuTr,,noun,,,,#ap,FS||FD||FP,nuts;candy,OK,,1,فُطرَة,فِطرَة,DONE,,,
14760,fuwlap,,f.w.l,LOOKUP_DIAC-1,1u23ap,200,fuwl,,noun,,,,#ap,FS||FD||FP,a_bean,OK,,1,فُولَة,فُولَة,DONE,,,
14761,fuwTap,,f.w.T,LOOKUP_DIAC-1,1u23ap,200,fuwT,,noun,,,,#ap,FS||FD||FP,napkin;napkins,OK,,2,فُوطَة,فُوطَة,DONE,,,
14762,fuwTap,,f.w.T,LOOKUP_DIAC-1,1u23ap,200,fuwaT,,noun,,f,p,#ap-o,MS ,napkin;napkins,OK,,2,فُوطَة,فُوطَة,QC-DONE,,,
14763,gudfap,,g.d.f,LOOKUP_DEDIAC-1,1u23ap,200,gudf,,noun,,,,#ap,FS||FD||FP,kerchief;headcloth;kerchiefs;headcloths,OK,,1,غُدفَة,غُدفَة,DONE,,,
14764,gurbap,,g.r.b,LOOKUP_DEDIAC-1,1u23ap,200,gurb,,noun,,,,#ap,FS||FD||FP,exile,OK,,1,غُربَة,غُربَة,DONE,,,
14765,gurfap,,g.r.f,LOOKUP_DEDIAC-1,1u23ap,200,gurf,,noun,,,,#ap,FS||FD||FP,room;chamber;rooms;chambers,OK,,2,غُرفَة,غُرفَة,DONE,,,
14766,gurfap,,g.r.f,LOOKUP_DEDIAC-1,1u23ap,200,guraf,,noun,,f,p,#ap,MS ,room;chamber;rooms;chambers,OK,,2,غُرفَة,غُرفَة,QC-DONE,,,
14767,gurzap,,g.r.z,BACKOFF-1,1u23ap,200,gurz,,noun,,,,#ap,FS||FD||FP,stitch,OK,,2,غُرزَة,,DONE,,,
14768,gurzap,,g.r.z,BACKOFF-1,1u23ap,200,guraz,,noun,,,,#ap,FS||FD||FP,stitch,OK,,2,غُرزَة,,DONE,,,
14769,guwlap,,g.w.l,BACKOFF-1,1u23ap,200,guwl,,noun,,,,#ap,FS||FD||FP,a_female_jinni;demon;female_devile;female_jinni;ogress;evil_fairy,OK,,1,غُولَة,,DONE,,,
14770,hudnap,,h.d.n,LOOKUP_DEDIAC-1,1u23ap,200,hudn,,noun,,,,#ap,FS||FD||FP,truce;armistice;pause;intermission,OK,,1,هُدنَة,هُدنَة,DONE,,,
14771,hudyap,,h.d.y,LOOKUP_DEDIAC-1,1u23ap,200,hudy,,noun,,,,#ap,FS||FD||FP,TBA,OK,,1,هُديَة,"هَدِيَّة, هَديَة",DONE,,,
14772,Hufrap,,H.f.r,LOOKUP_DEDIAC-1,1u23ap,200,Hufr,,noun,,,,#ap,FS||FD||FP,pit;hole;pits;holes,OK,,1,حُفرَة,حُفرَة,DONE,,,
14773,Hujrap,,H.j.r,LOOKUP_DEDIAC-1,1u23ap,200,Hujr,,noun,,,,#ap,FS||FD||FP,room;compartment;rooms;compartments,OK,,1,حُجرَة,حُجرَة,DONE,,,
14774,Humrap,,H.m.r,LOOKUP_DEDIAC-1,1u23ap,200,Humr,,noun,,,,#ap,FS||FD||FP,redness;rouge,OK,,1,حُمرَة,حُمرَة,DONE,,,
14775,Hunkap,,H.n.k,LOOKUP_DEDIAC-1,1u23ap,200,Hunk,,noun,,,,#ap,FS||FD||FP,experience;prudence,OK,,1,حُنكَة,حُنكَة,DONE,,,
14776,Huqnap,,H.q.n,LOOKUP_DEDIAC-1,1u23ap,200,Huqn,,noun,,,,#ap-o,FS||FD||FP,injection;hypodermic;injections,OK,,2,حُقنَة,حُقنَة,DONE,,,
14777,Huqnap,,H.q.n,LOOKUP_DEDIAC-1,1u23ap,200,Huqan,,noun,,f,p,#ap,MS ,injection;hypodermic;injections,OK,,2,حُقنَة,حُقنَة,QC-DONE,,,
14778,Hurmap,,H.r.m,LOOKUP_DEDIAC-1,1u23ap,200,Hurm,,noun,,,,#ap,FS||FD||FP,wife;taboo;prohibition;taboos;prohibitions,OK,,1,حُرمَة,حُرمَة,DONE,,,
14779,Hurqap,,H.r.q,LOOKUP_DEDIAC-1,1u23ap,200,Hurq,,noun,,,,#ap-o,FS||FD||FP,burning;combustion,OK,,1,حُرقَة,حُرقَة,DONE,,,
14780,huwbap,,h.w.b,BACKOFF-1,1u23ap,200,huwb,,noun,,,,#ap,FS||FD||FP,Houba,OK,,1,هُوبَة,,DONE,,,
14781,jubyap,,j.b.y,BACKOFF-1,1u23ap,200,juby,,noun,,,,#ap-o,FS||FD||FP,TBA,OK,,1,جُبيَة,,DONE,,,
14782,jumEap,,j.m.E,LOOKUP_DEDIAC-1,1u23ap,200,jumE,,noun,,,,#ap,FS||FD||FP,Friday,OK,,1,جُمعَة,جُمعَة,DONE,,,
14783,jumlap,,j.m.l,LOOKUP_DEDIAC-1,1u23ap,200,jumal,,noun,,,,#ap,FS||FD||FP,sentence;clause;sentences;clauses;wholesale;entire,OK,,2,جُملَة,جُملَة,DONE,,,
14784,jumlap,,j.m.l,LOOKUP_DEDIAC-1,1u23ap,200,juml,,noun,,,,#ap,FS||FD||FP,sentence;clause;sentences;clauses;wholesale;entire,OK,,2,جُملَة,جُملَة,DONE,,,
14785,junHap,,j.n.H,LOOKUP_DEDIAC-1,1u23ap,200,junH,,noun,,,,#ap,FS||FD||FP,misdemeanor;misdemeanors,OK,,1,جُنحَة,جُنحَة,DONE,,,
14786,jurEap,,j.r.E,LOOKUP_DEDIAC-1,1u23ap,200,jurE,,noun,,,,#ap,FS||FD||FP,dosage;dose;vaccine;doses;dosages;vaccines;gulp;gulps,OK,,1,جُرعَة,جُرعَة,DONE,,,
14787,jurmap,,j.r.m,BACKOFF-1,1u23ap,200,jurm,,noun,,,,#ap,FS||FD||FP,amount;quantity;huge_quantity,OK,,1,جُرمَة,,DONE,,,
14788,jursap,,j.r.s,LOOKUP_DEDIAC-1,1u23ap,200,jurs,,noun,,,,#ap,FS||FD||FP,defamation;scandal,OK,,1,جُرسَة,جُرسَة,DONE,,,
14789,juwdap,,j.w.d,LOOKUP_DEDIAC-1,1u23ap,200,juwd,,noun,,,,#ap,FS||FD||FP,excellence;high_quality;fineness;charity;god_quality;alms;service;favor,OK,,1,جُودَة,جَودَة,DONE,,,
14790,juwEap,,j.w.E,LOOKUP_DIAC-1,1u23ap,200,juwE,,noun,,,,#ap,FS||FD||FP,hunger,OK,,1,جُوعَة,جُوعَة,DONE,,,
14791,juwrap,,j.w.r,LOOKUP_DIAC-1,1u23ap,200,jawr,,noun,,f,p,#ap,MS ,pit;hole;pits;holes,ORPHAN-PLUR,,1,جُورَة,جُورَة,QC-DONE,,,
14792,kub$ap,,k.b.$,LOOKUP_DEDIAC-1,1u23ap,200,kub$,,noun,,,,#ap,FS||FD||FP,hook;clamp,OK,,1,كُبشَة,"كَبشَة, كُبشَة",DONE,,,
14793,kudyap,,k.d.y,LOOKUP_DEDIAC-1,1u23ap,200,kudy,,noun,,,,#ap,FS||FD||FP,begging,OK,,1,كُديَة,كُديَة,DONE,,,
14794,kuftap,,k.f.t,LOOKUP_DEDIAC-1,1u23ap,200,kuft,,noun,,,,#ap,FS||FD||FP,kufta_(patties_of_ground_lamb_or_beef_combined_with_herbs_and_spices_then_fried),OK,,1,كُفتَة,كُفتَة,DONE,,,
14795,kuHlap,,k.H.l,LOOKUP_DEDIAC-1,1u23ap,200,kuHl,,noun,,,,#ap,FS||FD||FP,pointing;filling;grouting,OK,,1,كُحلَة,كُحلَة,DONE,,,
14796,kuhnap,,k.h.n,BACKOFF-1,1u23ap,200,kuhn,,noun,,f,p,#ap,MS ,scrap_metal;novelties;thrift;pottery;ceramics;porcelain;junk;break,ORPHAN-PLUR,,1,كُهنَة,,QC-DONE,,,
14797,kulfap,,k.l.f,LOOKUP_DEDIAC-1,1u23ap,200,kulf,,noun,,,,#ap,FS||FD||FP,cost;expenditure;costs;expenditures;formality;formalities,OK,,1,كُلفَة,كُلفَة,DONE,,,
14798,kunyap,,k.n.y,LOOKUP_DEDIAC-1,1u23ap,200,kuny,,noun,,,,#ap,FS||FD||FP,nickname;nicknames,OK,,1,كُنيَة,كُنيَة,DONE,,,
14799,kurbap,,k.r.b,LOOKUP_DEDIAC-1,1u23ap,200,kurb,,noun,,,,#ap-o,FS||FD||FP,worry;fear;worries;fears,OK,,1,كُربَة,كُربَة,DONE,,,
14800,kurdap,,k.r.d,BACKOFF-1,1u23ap,200,kurd,,noun,,,,#ap-o,FS||FD||FP,TBA,OK,,1,كُردَة,,DONE,,,
14801,kusbap,,k.s.b,LOOKUP_DEDIAC-1,1u23ap,200,kusb,,noun,,,,#ap,FS||FD||FP,kusba_(oil_cake),OK,,1,كُسبَة,كُسبَة,DONE,,,
14802,kutlap,,k.t.l,LOOKUP_DEDIAC-1,1u23ap,200,kutal,,noun,,,,#ap,FS||FD||FP,bloc;group;blocs;groups,OK,,2,كُتلَة,كُتلَة,DONE,,,
