LINE	STATUS	COUNT	SIGNATURE	LEMMA	DIAC_AR	DIAC	FREQ	QC	COMMENTS	PATTERN	STEM	BW	GLOSS	COND-S	COND-T	PREF-CAT	STEM-CAT	SUFF-CAT	FEATS	DEBUG	COLOR
943	OK-ONE	1	NOM.MP.CN	ban~A'	بَنّاؤُو	ban~A&uw	2			None	[ban~A]	ban~A/ADJ+&/STEM+uw/NSUFF_MASC_PL_NOM_POSS	constructive	[#A'@w]	[MP]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'@w]_[CT:MS||MD||MP||FS||FD||FP]_[CF:-]	S:[CN.Pron]_[CS:MP+w-suff]_[CT:#A'@w+MP+w-suff]_[CF:#A'+#A'-w+#A}iy+#a>+#aA+#aA-Ap-w+#aY-Ap-y+#aY-Ap-y||#aA-Ap-w+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MD||FP+MS+POSS_PRON-iy+POSS_PRON-iy+y-suff]	pos:adj gen:m num:p cas:n enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	M0 OK PS0 XPos0 PP0 FSE0	0
944	OK-ONE	1	NOM.MP.CG	ban~A'	بَنّائِي	ban~A}iy	2			None	[ban~A]	ban~A/ADJ+}/STEM+iy/NSUFF_MASC_PL_GEN_POSS	constructive	[#A'@w]	[MP]	P:[Nom.Pr]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'@w]_[CT:MS||MD||MP||FS||FD||FP]_[CF:-]	S:[CG.Pron]_[CS:#^iy+MP+y-suff]_[CT:#A'@w+MP+y-suff]_[CF:#A'+#A'-w+#A}iy+#a>+#aA+#aA-Ap-w+#aY-Ap-y+#aY-Ap-y||#aA-Ap-w+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MD||FP+MS+w-suff]	pos:adj gen:m num:p cas:g enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	M0 OK PS0 XPos0 PP0 FSE0	1
945	OK-ONE	1	NOM.MP.CA	ban~A'	بَنّائِي	ban~A}iy	2			None	[ban~A]	ban~A/ADJ+}/STEM+iy/NSUFF_MASC_PL_ACC_POSS	constructive	[#A'@w]	[MP]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'@w]_[CT:MS||MD||MP||FS||FD||FP]_[CF:-]	S:[CA.Pron]_[CS:#^iy+MP+y-suff]_[CT:#A'@w+MP+y-suff]_[CF:#A'+#A'-w+#A}iy+#a>+#aA+#aA-Ap-w+#aY-Ap-y+#aY-Ap-y||#aA-Ap-w+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MD||FP+MS+w-suff]	pos:adj gen:m num:p cas:a enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	M0 OK PS0 XPos0 PP0 FSE0	0
946	OK-ZERO-E0-DEFINITE	0	NOM.MP.DN.P0.E0	ban~A'			2			None	[ban~A]			[#A'@w]	[MP]					XPos0 FSE0 PS0 PP0	1
947	OK-ZERO-E0-DEFINITE	0	NOM.MP.DG.P0.E0	ban~A'			2			None	[ban~A]			[#A'@w]	[MP]					XPos0 FSE0 PS0 PP0	0
948	OK-ZERO-E0-DEFINITE	0	NOM.MP.DA.P0.E0	ban~A'			2			None	[ban~A]			[#A'@w]	[MP]					XPos0 FSE0 PS0 PP0	1
949	OK-ONE	1	NOM.MP.CN.E0	ban~A'	بَنّاؤُوهُ	ban~A&uwhu	2			None	[ban~A]	ban~A/ADJ+&/STEM+uw/NSUFF_MASC_PL_NOM_POSS+hu/POSS_PRON_3MS	constructive	[#A'@w]	[MP]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'@w]_[CT:MS||MD||MP||FS||FD||FP]_[CF:-]	S:[CN.Pron]_[CS:MP+POSS_PRON+enc0+w-suff]_[CT:#A'@w+MP+w-suff]_[CF:#A'+#A'-w+#A}iy+#^ay+#^i+#^iy+#^i||#^ay||#^iy+#a>+#aA+#aA-Ap-w+#aY-Ap-y+#aY-Ap-y||#aA-Ap-w+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MD||FP+MS+POSS_PRON-iy+POSS_PRON-iy+y-suff]	pos:adj gen:m num:p cas:n enc0:3ms_poss prc0:0 prc1:0 prc2:0 prc3:0	M0 OK PS0 XPos0 PP0 FSE0	0
950	OK-ONE	1	NOM.MP.CG.E0	ban~A'	بَنّائِيهِ	ban~A}iyhi	2			None	[ban~A]	ban~A/ADJ+}/STEM+iy/NSUFF_MASC_PL_GEN_POSS+hu/POSS_PRON_3MS	constructive	[#A'@w]	[MP]	P:[Nom.Pr]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'@w]_[CT:MS||MD||MP||FS||FD||FP]_[CF:-]	S:[CG.Pron]_[CS:#^iy+MP+POSS_PRON+enc0+y-suff]_[CT:#A'@w+#^i||#^ay||#^iy+MP+y-suff]_[CF:!#^i+#A'+#A'-w+#A}iy+#a>+#aA+#aA-Ap-w+#aY-Ap-y+#aY-Ap-y||#aA-Ap-w+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MD||FP+MS+w-suff]	pos:adj gen:m num:p cas:g enc0:3ms_poss prc0:0 prc1:0 prc2:0 prc3:0	M0 OK PS0 XPos0 PP0 FSE0	1
951	OK-ONE	1	NOM.MP.CA.E0	ban~A'	بَنّائِيهِ	ban~A}iyhi	2			None	[ban~A]	ban~A/ADJ+}/STEM+iy/NSUFF_MASC_PL_ACC_POSS+hu/POSS_PRON_3MS	constructive	[#A'@w]	[MP]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'@w]_[CT:MS||MD||MP||FS||FD||FP]_[CF:-]	S:[CA.Pron]_[CS:#^iy+MP+POSS_PRON+enc0+y-suff]_[CT:#A'@w+#^i||#^ay||#^iy+MP+y-suff]_[CF:!#^i+#A'+#A'-w+#A}iy+#a>+#aA+#aA-Ap-w+#aY-Ap-y+#aY-Ap-y||#aA-Ap-w+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MD||FP+MS+w-suff]	pos:adj gen:m num:p cas:a enc0:3ms_poss prc0:0 prc1:0 prc2:0 prc3:0	M0 OK PS0 XPos0 PP0 FSE0	0
952	OK-ONE	1	NOM.FS.DN.P0	ban~A'	البَنّاءَةُ	Alban~A'apu	2			None	[ban~A]	Al/DET+ban~A/ADJ+'/STEM+ap/NSUFF_FEM_SG+u/CASE_DEF_NOM	constructive	[#A'@w]	[FS]	P:[Nom.Art]_[CS:-]_[CT:-]_[CF:li/PREP+li/PREP]	X:[Nom]_[CS:#A'@w]_[CT:MS||MD||MP||FS||FD||FP]_[CF:-]	S:[DN]_[CS:FS]_[CT:#A'@w+FS||FD]_[CF:#A'+#A'-w+#A}iy+#a>+#aA+#aA-Ap-w+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+MD||FP+MP+MS]	pos:adj gen:f num:s cas:n enc0:0 prc0:Al_det prc1:0 prc2:0 prc3:0	M0 OK PS0 XPos0 PP0	1
953	OK-ONE	1	NOM.FS.DG.P0	ban~A'	البَنّاءَةِ	Alban~A'api	2			None	[ban~A]	Al/DET+ban~A/ADJ+'/STEM+ap/NSUFF_FEM_SG+i/CASE_DEF_GEN	constructive	[#A'@w]	[FS]	P:[Nom.Pr.Art]_[CS:-]_[CT:-]_[CF:li/PREP+li/PREP]	X:[Nom]_[CS:#A'@w]_[CT:MS||MD||MP||FS||FD||FP]_[CF:-]	S:[DG]_[CS:FS]_[CT:#A'@w+FS||FD]_[CF:#A'+#A'-w+#A}iy+#a>+#aA+#aA-Ap-w+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+MD||FP+MP+MS+X100]	pos:adj gen:f num:s cas:g enc0:0 prc0:Al_det prc1:0 prc2:0 prc3:0	M0 OK PS0 XPos0 PP0	0
954	OK-ONE	1	NOM.FS.DA.P0	ban~A'	البَنّاءَةَ	Alban~A'apa	2			None	[ban~A]	Al/DET+ban~A/ADJ+'/STEM+ap/NSUFF_FEM_SG+a/CASE_DEF_ACC	constructive	[#A'@w]	[FS]	P:[Nom.Art]_[CS:-]_[CT:-]_[CF:li/PREP+li/PREP]	X:[Nom]_[CS:#A'@w]_[CT:MS||MD||MP||FS||FD||FP]_[CF:-]	S:[DA]_[CS:FS]_[CT:#A'@w+FS||FD]_[CF:#A'+#A'-w+#A}iy+#a>+#aA+#aA-Ap-w+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+MD||FP+MP+MS]	pos:adj gen:f num:s cas:a enc0:0 prc0:Al_det prc1:0 prc2:0 prc3:0	M0 OK PS0 XPos0 PP0	1
955	OK-ONE	1	NOM.FS.IN	ban~A'	بَنّاءَةٌ	ban~A'apN	2			None	[ban~A]	ban~A/ADJ+'/STEM+ap/NSUFF_FEM_SG+N/CASE_INDEF_NOM	constructive	[#A'@w]	[FS]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'@w]_[CT:MS||MD||MP||FS||FD||FP]_[CF:-]	S:[IN]_[CS:FS]_[CT:#A'@w+FS||FD]_[CF:#A'+#A'-w+#A}iy+#a>+#aA+#aA-Ap-w+#aY-Ap-y+#dip+#iy+#o'-con+#o'-dis+#u&+#w'+MD||FP+MP+MS]	pos:adj gen:f num:s cas:n enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	M0 OK PS0 XPos0 PP0 FSE0	0
956	OK-ONE	1	NOM.FS.IG	ban~A'	بَنّاءَةٍ	ban~A'apK	2			None	[ban~A]	ban~A/ADJ+'/STEM+ap/NSUFF_FEM_SG+K/CASE_INDEF_GEN	constructive	[#A'@w]	[FS]	P:[Nom.Pr]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'@w]_[CT:MS||MD||MP||FS||FD||FP]_[CF:-]	S:[IG]_[CS:FS]_[CT:#A'@w+FS||FD]_[CF:#A'+#A'-w+#A}iy+#a>+#aA+#aA-Ap-w+#aY-Ap-y+#dip+#iy+#o'-con+#o'-dis+#u&+#w'+MD||FP+MP+MS+X100]	pos:adj gen:f num:s cas:g enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	M0 OK PS0 XPos0 PP0 FSE0	1
957	OK-ONE	1	NOM.FS.IA	ban~A'	بَنّاءَةً	ban~A'apF	2			None	[ban~A]	ban~A/ADJ+'/STEM+ap/NSUFF_FEM_SG+F/CASE_INDEF_ACC	constructive	[#A'@w]	[FS]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'@w]_[CT:MS||MD||MP||FS||FD||FP]_[CF:-]	S:[IA]_[CS:FS]_[CT:#A'@w+FS||FD]_[CF:#A'+#A'-w+#A}iy+#a>+#aA+#aA-Ap-w+#aY-Ap-y+#dip+#iy+#o'-con+#o'-dis+#u&+#w'+MD||FP+MP+MS]	pos:adj gen:f num:s cas:a enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	M0 OK PS0 XPos0 PP0 FSE0	0
958	OK-ONE	1	NOM.FS.CN	ban~A'	بَنّاءَةُ	ban~A'apu	2			None	[ban~A]	ban~A/ADJ+'/STEM+ap/NSUFF_FEM_SG+u/CASE_DEF_NOM	constructive	[#A'@w]	[FS]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'@w]_[CT:MS||MD||MP||FS||FD||FP]_[CF:-]	S:[CN.Pron]_[CS:FS]_[CT:#A'@w+FS||FD]_[CF:#A'+#A'-w+#A}iy+#a>+#aA+#aA-Ap-w+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+MD||FP+MP+MS+POSS_PRON+POSS_PRON-iy]	pos:adj gen:f num:s cas:n enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	M0 OK PS0 XPos0 PP0 FSE0	1
959	OK-ONE	1	NOM.FS.CG	ban~A'	بَنّاءَةِ	ban~A'api	2			None	[ban~A]	ban~A/ADJ+'/STEM+ap/NSUFF_FEM_SG+i/CASE_DEF_GEN	constructive	[#A'@w]	[FS]	P:[Nom.Pr]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'@w]_[CT:MS||MD||MP||FS||FD||FP]_[CF:-]	S:[CG.Pron]_[CS:FS]_[CT:#A'@w+FS||FD]_[CF:#A'+#A'-w+#A}iy+#a>+#aA+#aA-Ap-w+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+MD||FP+MP+MS+POSS_PRON+POSS_PRON-iy+X100]	pos:adj gen:f num:s cas:g enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	M0 OK PS0 XPos0 PP0 FSE0	0
960	OK-ONE	1	NOM.FS.CA	ban~A'	بَنّاءَةَ	ban~A'apa	2			None	[ban~A]	ban~A/ADJ+'/STEM+ap/NSUFF_FEM_SG+a/CASE_DEF_ACC	constructive	[#A'@w]	[FS]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'@w]_[CT:MS||MD||MP||FS||FD||FP]_[CF:-]	S:[CA.Pron]_[CS:FS]_[CT:#A'@w+FS||FD]_[CF:#A'+#A'-w+#A}iy+#a>+#aA+#aA-Ap-w+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+MD||FP+MP+MS+POSS_PRON+POSS_PRON-iy]	pos:adj gen:f num:s cas:a enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	M0 OK PS0 XPos0 PP0 FSE0	1
961	OK-ZERO-E0-DEFINITE	0	NOM.FS.DN.P0.E0	ban~A'			2			None	[ban~A]			[#A'@w]	[FS]					XPos0 FSE0 PS0 PP0	0
962	OK-ZERO-E0-DEFINITE	0	NOM.FS.DG.P0.E0	ban~A'			2			None	[ban~A]			[#A'@w]	[FS]					XPos0 FSE0 PS0 PP0	1
963	OK-ZERO-E0-DEFINITE	0	NOM.FS.DA.P0.E0	ban~A'			2			None	[ban~A]			[#A'@w]	[FS]					XPos0 FSE0 PS0 PP0	0
964	OK-ONE	1	NOM.FS.CN.E0	ban~A'	بَنّاءَتُهُ	ban~A'atuhu	2			None	[ban~A]	ban~A/ADJ+'/STEM+ap/NSUFF_FEM_SG+u/CASE_DEF_NOM+hu/POSS_PRON_3MS	constructive	[#A'@w]	[FS]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'@w]_[CT:MS||MD||MP||FS||FD||FP]_[CF:-]	S:[CN.Pron]_[CS:FS+POSS_PRON+enc0]_[CT:#A'@w+FS||FD+POSS_PRON]_[CF:#A'+#A'-w+#A}iy+#^ay+#^i+#^iy+#^i||#^ay||#^iy+#a>+#aA+#aA-Ap-w+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+MD||FP+MP+MS+POSS_PRON-iy]	pos:adj gen:f num:s cas:n enc0:3ms_poss prc0:0 prc1:0 prc2:0 prc3:0	M0 OK PS0 XPos0 PP0 FSE0	1
965	OK-ONE	1	NOM.FS.CG.E0	ban~A'	بَنّاءَتِهِ	ban~A'atihi	2			None	[ban~A]	ban~A/ADJ+'/STEM+ap/NSUFF_FEM_SG+i/CASE_DEF_GEN+hu/POSS_PRON_3MS	constructive	[#A'@w]	[FS]	P:[Nom.Pr]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'@w]_[CT:MS||MD||MP||FS||FD||FP]_[CF:-]	S:[CG.Pron]_[CS:#^i+FS+POSS_PRON+enc0]_[CT:#A'@w+#^i||#^ay||#^iy+FS||FD+POSS_PRON]_[CF:!#^i+#A'+#A'-w+#A}iy+#a>+#aA+#aA-Ap-w+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+MD||FP+MP+MS+POSS_PRON-iy+X100]	pos:adj gen:f num:s cas:g enc0:3ms_poss prc0:0 prc1:0 prc2:0 prc3:0	M0 OK PS0 XPos0 PP0 FSE0	0
966	OK-ONE	1	NOM.FS.CA.E0	ban~A'	بَنّاءَتَهُ	ban~A'atahu	2			None	[ban~A]	ban~A/ADJ+'/STEM+ap/NSUFF_FEM_SG+a/CASE_DEF_ACC+hu/POSS_PRON_3MS	constructive	[#A'@w]	[FS]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'@w]_[CT:MS||MD||MP||FS||FD||FP]_[CF:-]	S:[CA.Pron]_[CS:FS+POSS_PRON+enc0]_[CT:#A'@w+FS||FD+POSS_PRON]_[CF:#A'+#A'-w+#A}iy+#^ay+#^i+#^iy+#^i||#^ay||#^iy+#a>+#aA+#aA-Ap-w+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+MD||FP+MP+MS+POSS_PRON-iy]	pos:adj gen:f num:s cas:a enc0:3ms_poss prc0:0 prc1:0 prc2:0 prc3:0	M0 OK PS0 XPos0 PP0 FSE0	1
967	OK-ONE	1	NOM.FD.DN.P0	ban~A'	البَنّاءَتانِ	Alban~A'atAni	2			None	[ban~A]	Al/DET+ban~A/ADJ+'/STEM+atAni/NSUFF_FEM_DU_NOM	constructive	[#A'@w]	[FD]	P:[Nom.Art]_[CS:-]_[CT:-]_[CF:li/PREP+li/PREP]	X:[Nom]_[CS:#A'@w]_[CT:MS||MD||MP||FS||FD||FP]_[CF:-]	S:[DN]_[CS:FD]_[CT:#A'@w+FS||FD]_[CF:#A'+#A'-w+#A}iy+#a>+#aA+#aA-Ap-w+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+MD||FP+MP+MS]	pos:adj gen:f num:d cas:n enc0:0 prc0:Al_det prc1:0 prc2:0 prc3:0	M0 OK PS0 XPos0 PP0	0
968	OK-ONE	1	NOM.FD.DG.P0	ban~A'	البَنّاءَتَيْنِ	Alban~A'atayoni	2			None	[ban~A]	Al/DET+ban~A/ADJ+'/STEM+atayoni/NSUFF_FEM_DU_GEN	constructive	[#A'@w]	[FD]	P:[Nom.Pr.Art]_[CS:-]_[CT:-]_[CF:li/PREP+li/PREP]	X:[Nom]_[CS:#A'@w]_[CT:MS||MD||MP||FS||FD||FP]_[CF:-]	S:[DG]_[CS:FD]_[CT:#A'@w+FS||FD]_[CF:#A'+#A'-w+#A}iy+#a>+#aA+#aA-Ap-w+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+MD||FP+MP+MS]	pos:adj gen:f num:d cas:g enc0:0 prc0:Al_det prc1:0 prc2:0 prc3:0	M0 OK PS0 XPos0 PP0	1
969	OK-ONE	1	NOM.FD.DA.P0	ban~A'	البَنّاءَتَيْنِ	Alban~A'atayoni	2			None	[ban~A]	Al/DET+ban~A/ADJ+'/STEM+atayoni/NSUFF_FEM_DU_ACC	constructive	[#A'@w]	[FD]	P:[Nom.Art]_[CS:-]_[CT:-]_[CF:li/PREP+li/PREP]	X:[Nom]_[CS:#A'@w]_[CT:MS||MD||MP||FS||FD||FP]_[CF:-]	S:[DA]_[CS:FD]_[CT:#A'@w+FS||FD]_[CF:#A'+#A'-w+#A}iy+#a>+#aA+#aA-Ap-w+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+MD||FP+MP+MS]	pos:adj gen:f num:d cas:a enc0:0 prc0:Al_det prc1:0 prc2:0 prc3:0	M0 OK PS0 XPos0 PP0	0
970	OK-ONE	1	NOM.FD.IN	ban~A'	بَنّاءَتانِ	ban~A'atAni	2			None	[ban~A]	ban~A/ADJ+'/STEM+atAni/NSUFF_FEM_DU_NOM	constructive	[#A'@w]	[FD]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'@w]_[CT:MS||MD||MP||FS||FD||FP]_[CF:-]	S:[IN]_[CS:FD]_[CT:#A'@w+FS||FD]_[CF:#A'+#A'-w+#A}iy+#a>+#aA+#aA-Ap-w+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+MD||FP+MP+MS]	pos:adj gen:f num:d cas:n enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	M0 OK PS0 XPos0 PP0 FSE0	1
971	OK-ONE	1	NOM.FD.IG	ban~A'	بَنّاءَتَيْنِ	ban~A'atayoni	2			None	[ban~A]	ban~A/ADJ+'/STEM+atayoni/NSUFF_FEM_DU_GEN	constructive	[#A'@w]	[FD]	P:[Nom.Pr]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'@w]_[CT:MS||MD||MP||FS||FD||FP]_[CF:-]	S:[IG]_[CS:FD]_[CT:#A'@w+FS||FD]_[CF:#A'+#A'-w+#A}iy+#a>+#aA+#aA-Ap-w+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+MD||FP+MP+MS]	pos:adj gen:f num:d cas:g enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	M0 OK PS0 XPos0 PP0 FSE0	0
972	OK-ONE	1	NOM.FD.IA	ban~A'	بَنّاءَتَيْنِ	ban~A'atayoni	2			None	[ban~A]	ban~A/ADJ+'/STEM+atayoni/NSUFF_FEM_DU_ACC	constructive	[#A'@w]	[FD]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'@w]_[CT:MS||MD||MP||FS||FD||FP]_[CF:-]	S:[IA]_[CS:FD]_[CT:#A'@w+FS||FD]_[CF:#A'+#A'-w+#A}iy+#a>+#aA+#aA-Ap-w+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+MD||FP+MP+MS]	pos:adj gen:f num:d cas:a enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	M0 OK PS0 XPos0 PP0 FSE0	1
973	OK-ONE	1	NOM.FD.CN	ban~A'	بَنّاءَتا	ban~A'atA	2			None	[ban~A]	ban~A/ADJ+'/STEM+atA/NSUFF_FEM_DU_NOM_POSS	constructive	[#A'@w]	[FD]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'@w]_[CT:MS||MD||MP||FS||FD||FP]_[CF:-]	S:[CN.Pron]_[CS:#^A+FD]_[CT:#A'@w+FS||FD]_[CF:#A'+#A'-w+#A}iy+#a>+#aA+#aA-Ap-w+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+MD||FP+MP+MS]	pos:adj gen:f num:d cas:n enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	M0 OK PS0 XPos0 PP0 FSE0	0
974	OK-ONE	1	NOM.FD.CG	ban~A'	بَنّاءَتَيْ	ban~A'atayo	2			None	[ban~A]	ban~A/ADJ+'/STEM+atayo/NSUFF_FEM_DU_GEN_POSS	constructive	[#A'@w]	[FD]	P:[Nom.Pr]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'@w]_[CT:MS||MD||MP||FS||FD||FP]_[CF:-]	S:[CG.Pron]_[CS:#^ay+FD]_[CT:#A'@w+FS||FD]_[CF:#A'+#A'-w+#A}iy+#a>+#aA+#aA-Ap-w+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+MD||FP+MP+MS+POSS_PRON-iy+POSS_PRON-iy]	pos:adj gen:f num:d cas:g enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	M0 OK PS0 XPos0 PP0 FSE0	1
975	OK-ONE	1	NOM.FD.CA	ban~A'	بَنّاءَتَيْ	ban~A'atayo	2			None	[ban~A]	ban~A/ADJ+'/STEM+atayo/NSUFF_FEM_DU_ACC_POSS	constructive	[#A'@w]	[FD]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'@w]_[CT:MS||MD||MP||FS||FD||FP]_[CF:-]	S:[CA.Pron]_[CS:#^ay+FD]_[CT:#A'@w+FS||FD]_[CF:#A'+#A'-w+#A}iy+#a>+#aA+#aA-Ap-w+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+MD||FP+MP+MS+POSS_PRON-iy+POSS_PRON-iy]	pos:adj gen:f num:d cas:a enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	M0 OK PS0 XPos0 PP0 FSE0	0
976	OK-ZERO-E0-DEFINITE	0	NOM.FD.DN.P0.E0	ban~A'			2			None	[ban~A]			[#A'@w]	[FD]					XPos0 FSE0 PS0 PP0	1
977	OK-ZERO-E0-DEFINITE	0	NOM.FD.DG.P0.E0	ban~A'			2			None	[ban~A]			[#A'@w]	[FD]					XPos0 FSE0 PS0 PP0	0
978	OK-ZERO-E0-DEFINITE	0	NOM.FD.DA.P0.E0	ban~A'			2			None	[ban~A]			[#A'@w]	[FD]					XPos0 FSE0 PS0 PP0	1
979	OK-ONE	1	NOM.FD.CN.E0	ban~A'	بَنّاءَتاهُ	ban~A'atAhu	2			None	[ban~A]	ban~A/ADJ+'/STEM+atA/NSUFF_FEM_DU_NOM_POSS+hu/POSS_PRON_3MS	constructive	[#A'@w]	[FD]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'@w]_[CT:MS||MD||MP||FS||FD||FP]_[CF:-]	S:[CN.Pron]_[CS:#^A+FD+POSS_PRON+enc0]_[CT:#A'@w+FS||FD]_[CF:#A'+#A'-w+#A}iy+#^ay+#^i+#^iy+#^i||#^ay||#^iy+#a>+#aA+#aA-Ap-w+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+MD||FP+MP+MS]	pos:adj gen:f num:d cas:n enc0:3ms_poss prc0:0 prc1:0 prc2:0 prc3:0	M0 OK PS0 XPos0 PP0 FSE0	0
980	OK-ONE	1	NOM.FD.CG.E0	ban~A'	بَنّاءَتَيْهِ	ban~A'atayohi	2			None	[ban~A]	ban~A/ADJ+'/STEM+atayo/NSUFF_FEM_DU_GEN_POSS+hu/POSS_PRON_3MS	constructive	[#A'@w]	[FD]	P:[Nom.Pr]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'@w]_[CT:MS||MD||MP||FS||FD||FP]_[CF:-]	S:[CG.Pron]_[CS:#^ay+FD+POSS_PRON+enc0]_[CT:#A'@w+#^i||#^ay||#^iy+FS||FD]_[CF:!#^i+#A'+#A'-w+#A}iy+#a>+#aA+#aA-Ap-w+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+MD||FP+MP+MS+POSS_PRON-iy+POSS_PRON-iy]	pos:adj gen:f num:d cas:g enc0:3ms_poss prc0:0 prc1:0 prc2:0 prc3:0	M0 OK PS0 XPos0 PP0 FSE0	1
981	OK-ONE	1	NOM.FD.CA.E0	ban~A'	بَنّاءَتَيْهِ	ban~A'atayohi	2			None	[ban~A]	ban~A/ADJ+'/STEM+atayo/NSUFF_FEM_DU_ACC_POSS+hu/POSS_PRON_3MS	constructive	[#A'@w]	[FD]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'@w]_[CT:MS||MD||MP||FS||FD||FP]_[CF:-]	S:[CA.Pron]_[CS:#^ay+FD+POSS_PRON+enc0]_[CT:#A'@w+#^i||#^ay||#^iy+FS||FD]_[CF:!#^i+#A'+#A'-w+#A}iy+#a>+#aA+#aA-Ap-w+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+MD||FP+MP+MS+POSS_PRON-iy+POSS_PRON-iy]	pos:adj gen:f num:d cas:a enc0:3ms_poss prc0:0 prc1:0 prc2:0 prc3:0	M0 OK PS0 XPos0 PP0 FSE0	0
