LINE	STATUS	COUNT	SIGNATURE	LEMMA	DIAC_AR	DIAC	FREQ	QC	COMMENTS	PATTERN	STEM	BW	GLOSS	COND-S	COND-T	PREF-CAT	STEM-CAT	SUFF-CAT	FEATS	DEBUG	COLOR
2060	CHECK-GT-ONE	3	NOM.MP.IN	laTiyf	لُطَفاؤٌ	luTafA&N	3			None	[luTafA]	luTafA/ADJ+&/STEM+N/CASE_INDEF_NOM	delicate;gentle;polite	[#A' #dip L#]	[MS]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'+#dip+L#]_[CT:MS]_[CF:-]	S:[IN]_[CS:MS+u-suff]_[CT:#A'+MS+u-suff]_[CF:#A'-w+#aA||Mono+#aY-Ap-y||#A-Ap-w+#iy||#A}iy+@dip+a-suff+enc0:0+enc0:0+i-suff]	pos:adj gen:m num:p cas:n enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	1
2061	CHECK-GT-ONE	3	NOM.MP.IG	laTiyf	لُطَفاٍ	luTafAK	3			None	[luTafA]	luTafA/ADJ+K/CASE_INDEF_GEN	delicate;gentle;polite	[#A' #dip L#]	[MS]	P:[Nom.Pr]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'+#dip+L#]_[CT:MS]_[CF:-]	S:[IG]_[CS:MS+i-suff]_[CT:-]_[CF:#aA||Mono+#aY-Ap-y||#A-Ap-w+@dip]	pos:adj gen:m num:p cas:g enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	0
2062	CHECK-GT-ONE	3	NOM.MP.IG	laTiyf	لُطَفائٍ	luTafA}K	3			None	[luTafA]	luTafA/ADJ+}/STEM+K/CASE_INDEF_GEN	delicate;gentle;polite	[#A' #dip L#]	[MS]	P:[Nom.Pr]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'+#dip+L#]_[CT:MS]_[CF:-]	S:[IG]_[CS:MS+i-suff]_[CT:#A'+MS+i-suff]_[CF:#A'-w+#aA||Mono+#aY-Ap-y||#A-Ap-w+@dip+a-suff+enc0:0+enc0:0+u-suff]	pos:adj gen:m num:p cas:g enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	0
2063	CHECK-GT-ONE	3	NOM.MP.IG	laTiyf	لُطَفائٍ	luTafA}K	3			None	[luTafA]	luTafA/ADJ+}/STEM+K/CASE_INDEF_GEN	delicate;gentle;polite	[#A' #dip L#]	[MS]	P:[Nom.Pr]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'+#dip+L#]_[CT:MS]_[CF:-]	S:[IG]_[CS:MS+i-suff]_[CT:#A'+MS+i-suff]_[CF:#aA||Mono+#aY-Ap-y||#A-Ap-w+@dip+FS||FD||MD||FP+MP+a-suff+enc0:0+enc0:0+u-suff]	pos:adj gen:m num:p cas:g enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	0
2064	CHECK-GT-ONE	3	NOM.MP.IA	laTiyf	لُطَفاً	luTafAF	3			None	[luTafA]	luTafA/ADJ+F/CASE_INDEF_ACC	delicate;gentle;polite	[#A' #dip L#]	[MS]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'+#dip+L#]_[CT:MS]_[CF:-]	S:[IA]_[CS:MS+a-suff]_[CT:#A'||#A'wy||#a>]_[CF:#aA||Mono+#aY-Ap-y||#A-Ap-w+@dip]	pos:adj gen:m num:p cas:a enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	1
2065	CHECK-GT-ONE	3	NOM.MP.IA	laTiyf	لُطَفاءً	luTafA'F	3			None	[luTafA]	luTafA/ADJ+'/STEM+F/CASE_INDEF_ACC	delicate;gentle;polite	[#A' #dip L#]	[MS]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'+#dip+L#]_[CT:MS]_[CF:-]	S:[IA]_[CS:MS+a-suff]_[CT:#A'+#A'||#A'wy||#a>+MS+a-suff]_[CF:#aA||Mono+#aY-Ap-y||#A-Ap-w+@dip+FS||FD||MD||FP+MP+enc0:0+enc0:0+i-suff+u-suff]	pos:adj gen:m num:p cas:a enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	1
2066	CHECK-GT-ONE	3	NOM.MP.IA	laTiyf	لُطَفاءً	luTafA'F	3			None	[luTafA]	luTafA/ADJ+'/STEM+F/CASE_INDEF_ACC	delicate;gentle;polite	[#A' #dip L#]	[MS]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'+#dip+L#]_[CT:MS]_[CF:-]	S:[IA]_[CS:MS+a-suff]_[CT:#A'+#A'||#A'wy||#a>+MS+a-suff]_[CF:#A'-w+#aA||Mono+#aY-Ap-y||#A-Ap-w+@dip+enc0:0+enc0:0+i-suff+u-suff]	pos:adj gen:m num:p cas:a enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	1
2067	CHECK-GT-ONE	3	NOM.MP.CN	laTiyf	لُطَفاؤُ	luTafA&u	3			None	[luTafA]	luTafA/ADJ+&/STEM+u/CASE_DEF_NOM	delicate;gentle;polite	[#A' #dip L#]	[MS]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'+#dip+L#]_[CT:MS]_[CF:-]	S:[CN.Pron]_[CS:MS+u-suff]_[CT:#A'+MS+u-suff]_[CF:#aY-Ap-y||#aA-Ap-w||#aA||Mono+#iy||#A}iy+C:POSSPRON-iy+C:POSS_PRON-iy+FS||FD||MD||FP+MP+a-suff+enc0:0+enc0:0+i-suff]	pos:adj gen:m num:p cas:n enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	0
2068	CHECK-GT-ONE	3	NOM.MP.CN	laTiyf	لُطَفاُ	luTafAu	3			None	[luTafA]	luTafA/ADJ+u/CASE_DEF_NOM	delicate;gentle;polite	[#A' #dip L#]	[MS]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'+#dip+L#]_[CT:MS]_[CF:-]	S:[CN.Pron]_[CS:MS+u-suff]_[CT:-]_[CF:#aY-Ap-y||#aA-Ap-w||#aA||Mono+#iy||#A}iy+C:POSSPRON-iy+C:POSS_PRON-iy]	pos:adj gen:m num:p cas:n enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	0
2069	CHECK-GT-ONE	3	NOM.MP.CN	laTiyf	لُطَفاؤُ	luTafA&u	3			None	[luTafA]	luTafA/ADJ+&/STEM+u/CASE_DEF_NOM	delicate;gentle;polite	[#A' #dip L#]	[MS]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'+#dip+L#]_[CT:MS]_[CF:-]	S:[CN.Pron]_[CS:MS+u-suff]_[CT:#A'+MS+u-suff]_[CF:#A'-w+#aY-Ap-y||#aA-Ap-w||#aA||Mono+#iy||#A}iy+C:POSSPRON-iy+C:POSS_PRON-iy+a-suff+enc0:0+enc0:0+i-suff]	pos:adj gen:m num:p cas:n enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	0
2070	CHECK-GT-ONE	3	NOM.MP.CG	laTiyf	لُطَفاِ	luTafAi	3			None	[luTafA]	luTafA/ADJ+i/CASE_DEF_GEN	delicate;gentle;polite	[#A' #dip L#]	[MS]	P:[Nom.Pr]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'+#dip+L#]_[CT:MS]_[CF:-]	S:[CG.Pron]_[CS:C:i#+MS+i-suff]_[CT:-]_[CF:#aY-Ap-y||#aA-Ap-w||#aA||Mono+#iy||#A}iy+C:POSSPRON-iy+C:POSS_PRON-iy]	pos:adj gen:m num:p cas:g enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	1
2071	CHECK-GT-ONE	3	NOM.MP.CG	laTiyf	لُطَفائِ	luTafA}i	3			None	[luTafA]	luTafA/ADJ+}/STEM+i/CASE_DEF_GEN	delicate;gentle;polite	[#A' #dip L#]	[MS]	P:[Nom.Pr]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'+#dip+L#]_[CT:MS]_[CF:-]	S:[CG.Pron]_[CS:C:i#+MS+i-suff]_[CT:#A'+MS+i-suff]_[CF:#A'-w+#aY-Ap-y||#aA-Ap-w||#aA||Mono+#iy||#A}iy+C:POSSPRON-iy+C:POSS_PRON-iy+a-suff+enc0:0+enc0:0+u-suff]	pos:adj gen:m num:p cas:g enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	1
2072	CHECK-GT-ONE	3	NOM.MP.CG	laTiyf	لُطَفائِ	luTafA}i	3			None	[luTafA]	luTafA/ADJ+}/STEM+i/CASE_DEF_GEN	delicate;gentle;polite	[#A' #dip L#]	[MS]	P:[Nom.Pr]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'+#dip+L#]_[CT:MS]_[CF:-]	S:[CG.Pron]_[CS:C:i#+MS+i-suff]_[CT:#A'+MS+i-suff]_[CF:#aY-Ap-y||#aA-Ap-w||#aA||Mono+#iy||#A}iy+C:POSSPRON-iy+C:POSS_PRON-iy+FS||FD||MD||FP+MP+a-suff+enc0:0+enc0:0+u-suff]	pos:adj gen:m num:p cas:g enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	1
2073	CHECK-GT-ONE	3	NOM.MP.CA	laTiyf	لُطَفاءَ	luTafA'a	3			None	[luTafA]	luTafA/ADJ+'/STEM+a/CASE_DEF_ACC	delicate;gentle;polite	[#A' #dip L#]	[MS]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'+#dip+L#]_[CT:MS]_[CF:-]	S:[CA.Pron]_[CS:MS+a-suff]_[CT:#A'+MS+a-suff]_[CF:#A'-w+#aY-Ap-y||#aA-Ap-w||#aA||Mono+C:POSSPRON-iy+C:POSS_PRON-iy+enc0:0+enc0:0+i-suff+u-suff]	pos:adj gen:m num:p cas:a enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	0
2074	CHECK-GT-ONE	3	NOM.MP.CA	laTiyf	لُطَفاَ	luTafAa	3			None	[luTafA]	luTafA/ADJ+a/CASE_DEF_ACC	delicate;gentle;polite	[#A' #dip L#]	[MS]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'+#dip+L#]_[CT:MS]_[CF:-]	S:[CA.Pron]_[CS:MS+a-suff]_[CT:-]_[CF:#aY-Ap-y||#aA-Ap-w||#aA||Mono+C:POSSPRON-iy+C:POSS_PRON-iy]	pos:adj gen:m num:p cas:a enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	0
2075	CHECK-GT-ONE	3	NOM.MP.CA	laTiyf	لُطَفاءَ	luTafA'a	3			None	[luTafA]	luTafA/ADJ+'/STEM+a/CASE_DEF_ACC	delicate;gentle;polite	[#A' #dip L#]	[MS]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'+#dip+L#]_[CT:MS]_[CF:-]	S:[CA.Pron]_[CS:MS+a-suff]_[CT:#A'+MS+a-suff]_[CF:#aY-Ap-y||#aA-Ap-w||#aA||Mono+C:POSSPRON-iy+C:POSS_PRON-iy+FS||FD||MD||FP+MP+enc0:0+enc0:0+i-suff+u-suff]	pos:adj gen:m num:p cas:a enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	0
2076	OK-ZERO-E0-DEFINITE	0	NOM.MP.DN.E0	laTiyf			3			None	[luTafA]			[#A' #dip L#]	[MS]					FSE0 M0 PS0	1
2077	OK-ZERO-E0-DEFINITE	0	NOM.MP.DG.E0	laTiyf			3			None	[luTafA]			[#A' #dip L#]	[MS]					FSE0 M0 PS0	0
2078	OK-ZERO-E0-DEFINITE	0	NOM.MP.DA.E0	laTiyf			3			None	[luTafA]			[#A' #dip L#]	[MS]					FSE0 M0 PS0	1
2079	CHECK-GT-ONE	3	NOM.MP.CN.E0	laTiyf	لُطَفاؤُهُ	luTafA&uhu	3			None	[luTafA]	luTafA/ADJ+&/STEM+u/CASE_DEF_NOM+hu/POSS_PRON_3MS	delicate;gentle;polite	[#A' #dip L#]	[MS]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'+#dip+L#]_[CT:MS]_[CF:-]	S:[CN.Pron]_[CS:C:POSS_PRON+MS+u-suff]_[CT:#A'+MS+u-suff]_[CF:#A'-w+#aY-Ap-y||#aA-Ap-w||#aA||Mono+#iy||#A}iy+C:POSSPRON-iy+C:POSS_PRON-iy+C:ay#+C:i#+C:i#||C:ay#||C:iy#+C:iy#+a-suff+enc0:0+enc0:0+i-suff]	pos:adj gen:m num:p cas:n enc0:3ms_poss prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	0
2080	CHECK-GT-ONE	3	NOM.MP.CN.E0	laTiyf	لُطَفاؤُهُ	luTafA&uhu	3			None	[luTafA]	luTafA/ADJ+&/STEM+u/CASE_DEF_NOM+hu/POSS_PRON_3MS	delicate;gentle;polite	[#A' #dip L#]	[MS]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'+#dip+L#]_[CT:MS]_[CF:-]	S:[CN.Pron]_[CS:C:POSS_PRON+MS+u-suff]_[CT:#A'+MS+u-suff]_[CF:#aY-Ap-y||#aA-Ap-w||#aA||Mono+#iy||#A}iy+C:POSSPRON-iy+C:POSS_PRON-iy+C:ay#+C:i#+C:i#||C:ay#||C:iy#+C:iy#+FS||FD||MD||FP+MP+a-suff+enc0:0+enc0:0+i-suff]	pos:adj gen:m num:p cas:n enc0:3ms_poss prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	0
2081	CHECK-GT-ONE	3	NOM.MP.CN.E0	laTiyf	لُطَفاُهُ	luTafAuhu	3			None	[luTafA]	luTafA/ADJ+u/CASE_DEF_NOM+hu/POSS_PRON_3MS	delicate;gentle;polite	[#A' #dip L#]	[MS]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'+#dip+L#]_[CT:MS]_[CF:-]	S:[CN.Pron]_[CS:C:POSS_PRON+MS+u-suff]_[CT:-]_[CF:#aY-Ap-y||#aA-Ap-w||#aA||Mono+#iy||#A}iy+C:POSSPRON-iy+C:POSS_PRON-iy+C:ay#+C:i#+C:i#||C:ay#||C:iy#+C:iy#]	pos:adj gen:m num:p cas:n enc0:3ms_poss prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	0
2082	CHECK-GT-ONE	3	NOM.MP.CG.E0	laTiyf	لُطَفاِهِ	luTafAihi	3			None	[luTafA]	luTafA/ADJ+i/CASE_DEF_GEN+hu/POSS_PRON_3MS	delicate;gentle;polite	[#A' #dip L#]	[MS]	P:[Nom.Pr]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'+#dip+L#]_[CT:MS]_[CF:-]	S:[CG.Pron]_[CS:C:POSS_PRON+C:i#+MS+i-suff]_[CT:C:i#||C:ay#||C:iy#]_[CF:!C:i#+#aY-Ap-y||#aA-Ap-w||#aA||Mono+#iy||#A}iy+C:POSSPRON-iy+C:POSS_PRON-iy]	pos:adj gen:m num:p cas:g enc0:3ms_poss prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	1
2083	CHECK-GT-ONE	3	NOM.MP.CG.E0	laTiyf	لُطَفائِهِ	luTafA}ihi	3			None	[luTafA]	luTafA/ADJ+}/STEM+i/CASE_DEF_GEN+hu/POSS_PRON_3MS	delicate;gentle;polite	[#A' #dip L#]	[MS]	P:[Nom.Pr]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'+#dip+L#]_[CT:MS]_[CF:-]	S:[CG.Pron]_[CS:C:POSS_PRON+C:i#+MS+i-suff]_[CT:#A'+C:i#||C:ay#||C:iy#+MS+i-suff]_[CF:!C:i#+#A'-w+#aY-Ap-y||#aA-Ap-w||#aA||Mono+#iy||#A}iy+C:POSSPRON-iy+C:POSS_PRON-iy+a-suff+enc0:0+enc0:0+u-suff]	pos:adj gen:m num:p cas:g enc0:3ms_poss prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	1
2084	CHECK-GT-ONE	3	NOM.MP.CG.E0	laTiyf	لُطَفائِهِ	luTafA}ihi	3			None	[luTafA]	luTafA/ADJ+}/STEM+i/CASE_DEF_GEN+hu/POSS_PRON_3MS	delicate;gentle;polite	[#A' #dip L#]	[MS]	P:[Nom.Pr]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'+#dip+L#]_[CT:MS]_[CF:-]	S:[CG.Pron]_[CS:C:POSS_PRON+C:i#+MS+i-suff]_[CT:#A'+C:i#||C:ay#||C:iy#+MS+i-suff]_[CF:!C:i#+#aY-Ap-y||#aA-Ap-w||#aA||Mono+#iy||#A}iy+C:POSSPRON-iy+C:POSS_PRON-iy+FS||FD||MD||FP+MP+a-suff+enc0:0+enc0:0+u-suff]	pos:adj gen:m num:p cas:g enc0:3ms_poss prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	1
2085	CHECK-GT-ONE	3	NOM.MP.CA.E0	laTiyf	لُطَفاَهُ	luTafAahu	3			None	[luTafA]	luTafA/ADJ+a/CASE_DEF_ACC+hu/POSS_PRON_3MS	delicate;gentle;polite	[#A' #dip L#]	[MS]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'+#dip+L#]_[CT:MS]_[CF:-]	S:[CA.Pron]_[CS:C:POSS_PRON+MS+a-suff]_[CT:-]_[CF:#aY-Ap-y||#aA-Ap-w||#aA||Mono+C:POSSPRON-iy+C:POSS_PRON-iy+C:ay#+C:i#+C:i#||C:ay#||C:iy#+C:iy#]	pos:adj gen:m num:p cas:a enc0:3ms_poss prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	0
2086	CHECK-GT-ONE	3	NOM.MP.CA.E0	laTiyf	لُطَفاءَهُ	luTafA'ahu	3			None	[luTafA]	luTafA/ADJ+'/STEM+a/CASE_DEF_ACC+hu/POSS_PRON_3MS	delicate;gentle;polite	[#A' #dip L#]	[MS]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'+#dip+L#]_[CT:MS]_[CF:-]	S:[CA.Pron]_[CS:C:POSS_PRON+MS+a-suff]_[CT:#A'+MS+a-suff]_[CF:#A'-w+#aY-Ap-y||#aA-Ap-w||#aA||Mono+C:POSSPRON-iy+C:POSS_PRON-iy+C:ay#+C:i#+C:i#||C:ay#||C:iy#+C:iy#+enc0:0+enc0:0+i-suff+u-suff]	pos:adj gen:m num:p cas:a enc0:3ms_poss prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	0
2087	CHECK-GT-ONE	3	NOM.MP.CA.E0	laTiyf	لُطَفاءَهُ	luTafA'ahu	3			None	[luTafA]	luTafA/ADJ+'/STEM+a/CASE_DEF_ACC+hu/POSS_PRON_3MS	delicate;gentle;polite	[#A' #dip L#]	[MS]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'+#dip+L#]_[CT:MS]_[CF:-]	S:[CA.Pron]_[CS:C:POSS_PRON+MS+a-suff]_[CT:#A'+MS+a-suff]_[CF:#aY-Ap-y||#aA-Ap-w||#aA||Mono+C:POSSPRON-iy+C:POSS_PRON-iy+C:ay#+C:i#+C:i#||C:ay#||C:iy#+C:iy#+FS||FD||MD||FP+MP+enc0:0+enc0:0+i-suff+u-suff]	pos:adj gen:m num:p cas:a enc0:3ms_poss prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	0
2088	CHECK-GT-ONE	2	NOM.MS.DN	lAgiy	لاغِي	lAgiy	3			None	[lAg]	lAg/ADJ+iy/STEM+(null)/CASE_DEF_NOM	abrogated;null;void	[#iy L#]	[MS]	P:[Nom.Art]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#iy+L#]_[CT:MS||MD||MP||FS||FD||FP]_[CF:-]	S:[DN]_[CS:C:iy#+MS]_[CT:#iy+#iy||#A}iy+MS]_[CF:#aY-Ap-y||#A-Ap-w||#aA||Mono+MD||FS||FD||FP+MP+i-suff+i-suff]	pos:adj gen:m num:s cas:n enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	1
2089	CHECK-GT-ONE	2	NOM.MS.DN	lAgiy	لاغ	lAg	3			None	[lAg]	lAg/ADJ+(null)/CASE_DEF_NOM	abrogated;null;void	[#iy L#]	[MS]	P:[Nom.Art]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#iy+L#]_[CT:MS||MD||MP||FS||FD||FP]_[CF:-]	S:[DN]_[CS:C:iy#+MS]_[CT:#iy||#A}iy]_[CF:#aY-Ap-y||#A-Ap-w||#aA||Mono]	pos:adj gen:m num:s cas:n enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	1
2090	CHECK-GT-ONE	2	NOM.MS.DG	lAgiy	لاغ	lAg	3			None	[lAg]	lAg/ADJ+(null)/CASE_DEF_GEN	abrogated;null;void	[#iy L#]	[MS]	P:[Nom.Pr.Art]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#iy+L#]_[CT:MS||MD||MP||FS||FD||FP]_[CF:-]	S:[DG]_[CS:C:iy#+MS]_[CT:#iy||#A}iy]_[CF:#aY-Ap-y||#A-Ap-w||#aA||Mono]	pos:adj gen:m num:s cas:g enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	0
2091	CHECK-GT-ONE	2	NOM.MS.DG	lAgiy	لاغِي	lAgiy	3			None	[lAg]	lAg/ADJ+iy/STEM+(null)/CASE_DEF_GEN	abrogated;null;void	[#iy L#]	[MS]	P:[Nom.Pr.Art]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#iy+L#]_[CT:MS||MD||MP||FS||FD||FP]_[CF:-]	S:[DG]_[CS:C:iy#+MS]_[CT:#iy+#iy||#A}iy+MS]_[CF:#aY-Ap-y||#A-Ap-w||#aA||Mono+MD||FS||FD||FP+MP+i-suff+i-suff]	pos:adj gen:m num:s cas:g enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	0
2092	CHECK-GT-ONE	2	NOM.MS.DA	lAgiy	لاغَ	lAga	3			None	[lAg]	lAg/ADJ+a/CASE_DEF_ACC	abrogated;null;void	[#iy L#]	[MS]	P:[Nom.Art]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#iy+L#]_[CT:MS||MD||MP||FS||FD||FP]_[CF:-]	S:[DA]_[CS:MS+a-suff]_[CT:-]_[CF:#aY-Ap-y||#A-Ap-w||#aA||Mono]	pos:adj gen:m num:s cas:a enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	1
2093	CHECK-GT-ONE	2	NOM.MS.DA	lAgiy	لاغِيَ	lAgiya	3			None	[lAg]	lAg/ADJ+iy/STEM+a/CASE_DEF_ACC	abrogated;null;void	[#iy L#]	[MS]	P:[Nom.Art]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#iy+L#]_[CT:MS||MD||MP||FS||FD||FP]_[CF:-]	S:[DA]_[CS:MS+a-suff]_[CT:#iy+MS]_[CF:#aY-Ap-y||#A-Ap-w||#aA||Mono+MD||FS||FD||FP+MP+i-suff+i-suff]	pos:adj gen:m num:s cas:a enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	1
2094	OK-ONE	1	NOM.MS.IN	lAgiy	لاغٍ	lAgK	3			None	[lAg]	lAg/ADJ+K/CASE_INDEF_NOM	abrogated;null;void	[#iy L#]	[MS]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#iy+L#]_[CT:MS||MD||MP||FS||FD||FP]_[CF:-]	S:[IN]_[CS:MS+i-suff]_[CT:#iy+#iy||#A}iy+MS+i-suff]_[CF:!i-suff+#aA||Mono+#aY-Ap-y||#A-Ap-w+@dip+MD||FS||FD||FP+MP]	pos:adj gen:m num:s cas:n enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	0
2095	OK-ONE	1	NOM.MS.IG	lAgiy	لاغٍ	lAgK	3			None	[lAg]	lAg/ADJ+K/CASE_INDEF_GEN	abrogated;null;void	[#iy L#]	[MS]	P:[Nom.Pr]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#iy+L#]_[CT:MS||MD||MP||FS||FD||FP]_[CF:-]	S:[IG]_[CS:MS+i-suff]_[CT:-]_[CF:#aA||Mono+#aY-Ap-y||#A-Ap-w+@dip]	pos:adj gen:m num:s cas:g enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	1
2096	CHECK-GT-ONE	2	NOM.MS.IA	lAgiy	لاغِياً	lAgiyAF	3			None	[lAg]	lAg/ADJ+iy/STEM+AF/CASE_INDEF_ACC	abrogated;null;void	[#iy L#]	[MS]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#iy+L#]_[CT:MS||MD||MP||FS||FD||FP]_[CF:-]	S:[IA]_[CS:AF-suff+MS+a-suff]_[CT:#iy+MS]_[CF:#A'||#A'wy||#a>+#aA||Mono+#aY-Ap-y||#A-Ap-w+@dip+MD||FS||FD||FP+MP+i-suff+i-suff]	pos:adj gen:m num:s cas:a enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	0
2097	CHECK-GT-ONE	2	NOM.MS.IA	lAgiy	لاغاً	lAgAF	3			None	[lAg]	lAg/ADJ+AF/CASE_INDEF_ACC	abrogated;null;void	[#iy L#]	[MS]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#iy+L#]_[CT:MS||MD||MP||FS||FD||FP]_[CF:-]	S:[IA]_[CS:AF-suff+MS+a-suff]_[CT:-]_[CF:#A'||#A'wy||#a>+#aA||Mono+#aY-Ap-y||#A-Ap-w+@dip]	pos:adj gen:m num:s cas:a enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	0
2098	CHECK-GT-ONE	2	NOM.MS.CN	lAgiy	لاغِي	lAgiy	3			None	[lAg]	lAg/ADJ+iy/STEM+(null)/CASE_DEF_NOM	abrogated;null;void	[#iy L#]	[MS]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#iy+L#]_[CT:MS||MD||MP||FS||FD||FP]_[CF:-]	S:[CN.Pron]_[CS:C:iy#+MS]_[CT:#iy+#iy||#A}iy+MS]_[CF:#aY-Ap-y||#aA-Ap-w||#aA||Mono+MD||FS||FD||FP+MP+i-suff+i-suff]	pos:adj gen:m num:s cas:n enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	1
